 player_id,full_name,position
00-0028411,Dontrelle Inman,WR
00-0028434,Doug Baldwin,WR
00-0029613,Doug Martin,RB
00-0021994,Drayton Florence,UNK
00-0029560,Dre Kirkpatrick,CB
00-0020531,Drew Brees,QB
00-0028952,Drew Butler,UNK
00-0024403,Drew Coleman,UNK
00-0025430,Drew Stanton,QB
00-0031392,Dri Archer,RB
00-0028409,DuJuan Harris,RB
00-0028942,Duke Ihenacho,SS
00-0032257,Duke Johnson,RB
00-0030073,Duke Williams,SS
00-0022735,Dunta Robinson,UNK
00-0030383,Duron Harmon,FS
00-0023534,Dustin Colquitt,P
00-0030098,Dustin Hopkins,K
00-0026170,Dustin Keller,UNK
00-0030970,Dustin Vaughan,QB
00-0022750,Dwan Edwards,UNK
00-0029689,Dwayne Allen,UNK
00-0025410,Dwayne Bowe,UNK
00-0030539,Dwayne Gratz,CB
00-0028114,Dwayne Harris,WR
00-0021146,Dwight Freeney,UNK
00-0026253,Dwight Lowery,DB
00-0026945,E.J. Biggers,DB
00-0031394,E.J. Gaines,CB
00-0022081,E.J. Henderson,UNK
00-0030526,EJ Manuel,QB
00-0026210,Earl Bennett,UNK
00-0027684,Earl Mitchell,DT
00-0027866,Earl Thomas,FS
00-0026221,Early Doucet,UNK
00-0021755,Earnest Graham,UNK
00-0027675,Ed Dickson,TE
00-0021377,Ed Reed,UNK
00-0030485,Eddie Lacy,RB
00-0029520,Eddie Pleasant,DB
00-0026182,Eddie Royal,WR
00-0029317,Edwin Baker,UNK
00-0025902,Elbert Mack,UNK
00-0024738,Eldra Buckley,UNK
00-0022803,Eli Manning,QB
00-0027144,Ellis Lankster,UNK
00-0024341,Elvis Dumervil,OLB
00-0029479,Emmanuel Lamur,LB
00-0027685,Emmanuel Sanders,WR
00-0000846,Eric Barton,UNK
00-0027858,Eric Berry,FS
00-0027690,Eric Decker,WR
00-0031387,Eric Ebron,TE
00-0025991,Eric Foster,UNK
00-0025552,Eric Frampton,UNK
00-0031554,Eric Kendricks,MLB
00-0030548,Eric Reid,FS
00-0024312,Eric Smith,UNK
00-0025424,Eric Weddle,DB
00-0024535,Eric Weems,WR
00-0025440,Eric Wright,UNK
00-0022218,Erik Coleman,UNK
00-0027844,Erik Lorig,UNK
00-0026307,Erik Walden,OLB
00-0025945,Erin Henderson,LB
00-0024224,Ernie Sims,UNK
00-0027787,Eugene Sims,DE
00-0021992,Eugene Wilson,UNK
00-0026123,Evan Moore,UNK
00-0028115,Evan Royster,UNK
00-0027019,Everette Brown,UNK
00-0027701,Everson Griffen,DE
00-0030059,Ezekiel Ansah,DE
00-0026162,Felix Jones,UNK
00-0027032,Fili Moala,UNK
00-0031332,Fitzgerald Toussaint,RB
00-0029653,Fletcher Cox,DE
00-0029731,Fozzy Whittaker,RB
00-0023500,Frank Gore,RB
00-0021943,Frank Walker,UNK
00-0027442,Frank Zombo,OLB
00-0030154,Frankie Hammond,WR
00-0026188,Fred Davis,UNK
00-0024426,Fred Evans,UNK
00-0024204,Fred Jackson,UNK
00-0019706,Fred Robbins,UNK
00-0016098,Fred Taylor,UNK
00-0024306,Frostee Rucker,DE
00-0027718,Garrett Graham,UNK
00-0025824,Garrett Hartley,UNK
00-0023904,Garrett McIntyre,UNK
00-0025480,Garrett Wolfe,UNK
00-0027098,Gartrell Johnson,UNK
00-0026281,Gary Barnidge,TE
00-0021484,Gary Brackett,UNK
00-0025821,Gary Guyton,UNK
00-0027720,Geno Atkins,DT
00-0026315,Geno Hayes,UNK
00-0030565,Geno Smith,QB
00-0029215,George Iloka,SS
00-0027495,George Johnson,DE
00-0027818,George Selvie,UNK
00-0022341,George Wilson,UNK
00-0030247,George Winn,RB
00-0025448,Gerald Alexander,UNK
00-0021941,Gerald Hayes,UNK
00-0030385,Gerald Hodges,ILB
00-0027856,Gerald McCoy,DT
00-0027095,Gerald McRath,UNK
00-0023590,Gerald Sensabaugh,UNK
00-0020524,Gerard Warren,UNK
00-0022815,Gibril Wilson,UNK
00-0030456,Giovani Bernard,RB
00-0027048,Glen Coffee,UNK
00-0026145,Glenn Dorsey,DE
00-0027081,Glover Quin,FS
00-0027891,Golden Tate,WR
00-0026858,Graham Gano,K
00-0027602,Graham Harrell,UNK
00-0023408,Greg Camarillo,UNK
00-0027774,Greg Hardy,UNK
00-0024267,Greg Jennings,UNK
00-0022897,Greg Jones,UNK
00-0027997,Greg Little,WR
00-0028146,Greg McElroy,UNK
00-0025418,Greg Olsen,TE
00-0028050,Greg Salas,WR
00-0026910,Greg Toler,DB
00-0029621,Greg Zuerlein,UNK
00-0029033,Griff Whalen,WR
00-0025566,H.B. Blades,UNK
00-0031333,Ha Ha Clinton-Dix,FS
00-0027005,Hakeem Nicks,UNK
00-0024227,Haloti Ngata,DT
00-0029606,Harrison Smith,FS
00-0026224,Harry Douglas,WR
00-0026346,Haruki Nakamura,UNK
00-0023215,Heath Farwell,UNK
00-0023465,Heath Miller,UNK
00-0026905,Henry Melton,UNK
00-0017162,Hines Ward,UNK
00-0024201,Hiram Eugene,UNK
00-0021983,Hunter Hillenmeyer,UNK
00-0015194,Hunter Smith,UNK
00-0025940,Husain Abdullah,UNK
00-0028241,Ian Williams,NT
00-0022915,Igor Olshansky,UNK
00-0021891,Ike Taylor,UNK
00-0028564,Isa Abdul-Quddus,DB
00-0026566,Isaac Redman,UNK
00-0022863,Isaac Sopoaga,UNK
00-0030656,Isaiah Crowell,RB
00-0029299,Isaiah Frey,DB
00-0029626,Isaiah Pead,RB
00-0029378,Ishmaa'ily Kitchen,UNK
00-0021604,Israel Idonije,UNK
00-0027949,J.J. Watt,DE
00-0030543,J.J. Wilcox,FS
00-0021296,J.T. O'Sullivan,UNK
00-0028133,J.T. Thomas,OLB
00-0025388,JaMarcus Russell,UNK
00-0027975,Jabaal Sheard,DE
00-0021163,Jabar Gaffney,UNK
00-0022527,Jabari Greer,UNK
00-0025701,Jackie Battle,UNK
00-0026209,Jacob Hester,UNK
00-0026674,Jacob Lacey,UNK
00-0026267,Jacob Tamme,TE
00-0027709,Jacoby Ford,UNK
00-0025460,Jacoby Jones,UNK
00-0028140,Jacquian Williams,UNK
00-0028083,Jacquizz Rodgers,UNK
00-0030312,Jahleel Addae,SS
00-0027880,Jahvid Best,UNK
00-0027992,Jaiquawn Jarrett,UNK
00-0027018,Jairus Byrd,FS
00-0004161,Jake Delhomme,UNK
00-0027946,Jake Locker,UNK
00-0026316,Jalen Parmele,UNK
00-0028056,Jalil Brown,CB
00-0025395,Jamaal Anderson,UNK
00-0026213,Jamaal Charles,RB
00-0026662,Jamaal Westerman,UNK
00-0019693,Jamal Lewis,UNK
00-0027814,Jamar Chaney,UNK
00-0030484,Jamar Taylor,CB
00-0026952,Jamarca Sanford,SS
00-0028600,Jamari Lattimore,UNK
00-0026407,Jameel McClain,UNK
00-0031503,Jameis Winston,QB
00-0029639,Jamell Fleming,CB
00-0024303,James Anderson,UNK
00-0023053,James Butler,UNK
00-0027109,James Casey,UNK
00-0027130,James Davis,UNK
00-0028694,James Dockery,UNK
00-0005082,James Farrior,UNK
00-0019387,James Hall,UNK
00-0029634,James Hanna,TE
00-0020712,James Harrison,OLB
00-0025753,James Ihedigbo,UNK
00-0025465,James Jones,UNK
00-0027011,James Laurinaitis,LB
00-0023567,James Sanders,UNK
00-0027791,James Starks,RB
00-0031062,James White,RB
00-0029279,James-Michael Johnson,LB
00-0030421,Jamie Collins,OLB
00-0028068,Jamie Harper,UNK
00-0031941,Jamison Crowder,WR
00-0029492,Jamize Olawale,RB
00-0029681,Janoris Jenkins,DB
00-0022740,Jared Allen,UNK
00-0027061,Jared Cook,TE
00-0029417,Jared Crick,DE
00-0027878,Jared Odrick,DE
00-0027105,Jarett Dillard,UNK
00-0029572,Jarius Wright,WR
00-0026930,Jarius Wynn,DT
00-0030300,Jaron Brown,WR
00-0022139,Jarret Johnson,UNK
00-0029051,Jarrett Boykin,WR
00-0023918,Jarrett Bush,UNK
00-0027979,Jarvis Jenkins,DT
00-0030499,Jarvis Jones,OLB
00-0031382,Jarvis Landry,WR
00-0024231,Jason Allen,UNK
00-0024324,Jason Avant,UNK
00-0022695,Jason Babin,UNK
00-0019921,Jason Baker,UNK
00-0023460,Jason Campbell,UNK
00-0006800,Jason Hanson,UNK
00-0024307,Jason Hatcher,UNK
00-0025463,Jason Hill,UNK
00-0023890,Jason Hunter,UNK
00-0026194,Jason Jones,UNK
00-0027136,Jason McCourty,CB
00-0031492,Jason Myers,K
00-0027867,Jason Pierre-Paul,DE
00-0025631,Jason Snelling,UNK
00-0016112,Jason Taylor,UNK
00-0025697,Jason Trusnik,UNK
00-0027043,Jason Williams,UNK
00-0022127,Jason Witten,TE
00-0027889,Jason Worilds,UNK
00-0022288,Jason Wright,UNK
00-0027108,Jasper Brinkley,MLB
00-0027467,Javarris James,UNK
00-0027660,Javier Arenas,DB
00-0027120,Javon Ringer,UNK
00-0030920,Javontee Herndon,WR
00-0031577,Javorius Allen,RB
00-0024226,Jay Cutler,QB
00-0019770,Jay Feely,UNK
00-0023656,Jay Ratliff,UNK
00-0029277,Jaye Howard,DE
00-0029267,Jayron Hosley,UNK
00-0026072,Jed Collins,UNK
00-0027321,Jeff Cumberland,TE
00-0030196,Jeff Heath,SS
00-0024369,Jeff King,UNK
00-0030405,Jeff Locke,P
00-0020737,Jeff Reed,UNK
00-0030024,Jeff Tuel,UNK
00-0030384,Jelani Jenkins,OLB
00-0026799,Jeremiah Johnson,UNK
00-0031301,Jeremy Hill,RB
00-0025786,Jeremy Kapinos,UNK
00-0028091,Jeremy Kerley,WR
00-0029295,Jeremy Lane,CB
00-0031569,Jeremy Langford,RB
00-0026995,Jeremy Maclin,WR
00-0024405,Jeremy Mincey,UNK
00-0028249,Jeremy Ross,WR
00-0021148,Jeremy Shockey,UNK
00-0029441,Jeremy Stewart,UNK
00-0031376,Jerick McKinnon,RB
00-0024294,Jerious Norwood,UNK
00-0027873,Jermaine Gresham,TE
00-0029159,Jermaine Kearse,WR
00-0026231,Jermichael Finley,UNK
00-0026150,Jerod Mayo,MLB
00-0026286,Jerome Felton,FB
00-0024359,Jerome Harrison,UNK
00-0026186,Jerome Simpson,WR
00-0027244,Jeromy Miles,UNK
00-0028441,Jeron Johnson,UNK
00-0027064,Jerraud Powers,UNK
00-0028021,Jerrel Jernigan,UNK
00-0025920,Jerrell Freeman,LB
00-0022811,Jerricho Cotchery,UNK
00-0027881,Jerry Hughes,DE
00-0027825,Jim Dray,TE
00-0023287,Jim Leonhard,UNK
00-0031298,Jimmie Ward,SS
00-0027659,Jimmy Clausen,UNK
00-0031345,Jimmy Garoppolo,QB
00-0027696,Jimmy Graham,TE
00-0027965,Jimmy Smith,CB
00-0028173,Jimmy Wilson,DB
00-0025838,Jo-Lonn Dunbar,UNK
00-0029048,Joe Banyard,RB
00-0026158,Joe Flacco,QB
00-0027860,Joe Haden,CB
00-0026340,Joe Mays,UNK
00-0027712,Joe McKnight,UNK
00-0011970,Joe Nedney,UNK
00-0027796,Joe Webb,QB
00-0028650,Joe Young,UNK
00-0023630,Joel Dreessen,UNK
00-0013126,Joey Porter,UNK
00-0019546,John Abraham,UNK
00-0025427,John Beck,UNK
00-0031051,John Brown,WR
00-0026178,John Carlson,UNK
00-0021144,John Henderson,UNK
00-0029266,John Hughes,DE
00-0030070,John Jenkins,DT
00-0009028,John Kasay,UNK
00-0022999,John Kuhn,UNK
00-0026505,John Parker Wilson,UNK
00-0027139,John Phillips,UNK
00-0030442,John Simon,OLB
00-0027754,John Skelton,UNK
00-0025571,John Wendling,UNK
00-0030538,Johnathan Cyprien,SS
00-0030063,Johnathan Hankins,DT
00-0024239,Johnathan Joseph,CB
00-0025486,Johnnie Lee Higgins,UNK
00-0028872,Johnny Hekker,P
00-0026913,Johnny Knox,UNK
00-0031409,Johnny Manziel,UNK
00-0029065,Johnson Bademosi,DB
00-0030469,Johnthan Banks,CB
00-0027218,Joique Bell,UNK
00-0027964,Jon Baldwin,UNK
00-0025412,Jon Beason,UNK
00-0030064,Jon Bostic,OLB
00-0009311,Jon Kitna,UNK
00-0021187,Jon McGraw,UNK
00-0023742,Jon Ryan,P
00-0029104,Jonas Gray,RB
00-0023494,Jonathan Babineaux,NT
00-0026832,Jonathan Casillas,OLB
00-0027786,Jonathan Dwyer,UNK
00-0023665,Jonathan Fanene,UNK
00-0028454,Jonathan Freeny,MLB
00-0026305,Jonathan Goff,UNK
00-0029510,Jonathan Grimes,RB
00-0029617,Jonathan Massaquoi,DE
00-0026153,Jonathan Stewart,RB
00-0022778,Jonathan Vilma,UNK
00-0025471,Jonathan Wade,UNK
00-0026269,Jonathan Wilhite,UNK
00-0029770,Joplo Bartu,OLB
00-0022409,Jordan Babineaux,UNK
00-0028040,Jordan Cameron,TE
00-0030410,Jordan Gay,K
00-0031299,Jordan Matthews,WR
00-0026739,Jordan Norwood,WR
00-0025592,Jordan Palmer,UNK
00-0030114,Jordan Poyer,FS
00-0027799,Jordan Pugh,UNK
00-0030472,Jordan Reed,TE
00-0025995,Jordan Senn,UNK
00-0027687,Jordan Shipley,UNK
00-0028121,Jordan Todman,RB
00-0026176,Jordy Nelson,WR
00-0021654,Joselio Hanson,UNK
00-0024245,Joseph Addai,UNK
00-0028532,Joseph Morgan,UNK
00-0030388,Joseph Randle,UNK
00-0021940,Josh Brown,K
00-0028278,Josh Bynes,OLB
00-0023176,Josh Cribbs,UNK
00-0030557,Josh Evans,FS
00-0026993,Josh Freeman,UNK
00-0029664,Josh Gordon,WR
00-0027503,Josh Gordy,UNK
00-0030216,Josh Hill,TE
00-0030990,Josh Huff,WR
00-0026300,Josh Johnson,UNK
00-0032087,Josh Lambo,K
00-0027170,Josh Mauga,ILB
00-0021206,Josh McCown,QB
00-0026314,Josh Morgan,UNK
00-0029285,Josh Norman,CB
00-0029691,Josh Robinson,DB
00-0022874,Josh Scobee,K
00-0028081,Josh Thomas,DB
00-0026644,Josh Vaughan,UNK
00-0025442,Josh Wilson,UNK
00-0026869,Jovan Belcher,UNK
00-0027150,Julian Edelman,WR
00-0019695,Julian Peterson,UNK
00-0027944,Julio Jones,WR
00-0022840,Julius Jones,UNK
00-0021140,Julius Peppers,OLB
00-0028067,Julius Thomas,TE
00-0027551,Junior Galette,DE
00-0019986,Juqua Parker,UNK
00-0028015,Jurrell Casey,DE
00-0021092,Justin Bannan,UNK
00-0029530,Justin Bethel,CB
00-0029707,Justin Blackmon,WR
00-0025435,Justin Durant,UNK
00-0022093,Justin Fargas,UNK
00-0026373,Justin Forsett,RB
00-0021982,Justin Gage,UNK
00-0028008,Justin Houston,OLB
00-0030521,Justin Hunter,WR
00-0026241,Justin King,UNK
00-0028144,Justin Rogers,UNK
00-0020535,Justin Smith,UNK
00-0026264,Justin Tryon,UNK
00-0023509,Justin Tuck,DE
00-0029597,Justin Tucker,K
00-0030246,Justin Tuggle,LB
00-0030705,Juwan Thompson,RB
00-0031253,K'Waun Williams,FS
00-0028037,K.J. Wright,OLB
00-0031057,Ka'Deem Carey,RB
00-0026579,Kahlil Bell,UNK
00-0028787,Kai Forbath,K
00-0027074,Kaluka Maiava,UNK
00-0027733,Kam Chancellor,SS
00-0028497,Kamar Aiken,WR
00-0024228,Kamerion Wimbley,UNK
00-0027872,Kareem Jackson,CB
00-0026320,Kareem Moore,UNK
00-0028080,Karl Klug,DE
00-0022927,Karlos Dansby,LB
00-0032152,Karlos Williams,RB
00-0021570,Kassim Osgood,UNK
00-0027831,Kavell Conner,UNK
00-0030448,Kawann Short,DT
00-0030523,Kayvon Webster,CB
00-0024410,Kedric Golston,DE
00-0030279,Keenan Allen,WR
00-0027721,Keenan Clayton,UNK
00-0026903,Keenan Lewis,CB
00-0029545,Keenan Robinson,LB
00-0027214,Keiland Williams,UNK
00-0001820,Keith Brooking,UNK
00-0019648,Keith Bulluck,UNK
00-0024392,Keith Ellison,UNK
00-0031600,Keith Mumphery,WR
00-0027131,Keith Null,UNK
00-0026149,Keith Rivers,UNK
00-0029422,Keith Tandy,UNK
00-0027257,Keith Toston,UNK
00-0029107,Kelcie McCray,SS
00-0024264,Kellen Clemens,QB
00-0026298,Kellen Davis,TE
00-0029234,Kellen Moore,QB
00-0022922,Kellen Winslow,UNK
00-0006398,Kelly Gregg,UNK
00-0024246,Kelly Jennings,UNK
00-0031359,Kelvin Benjamin,WR
00-0023495,Kelvin Hayden,UNK
00-0028006,Kelvin Sheppard,LB
00-0030427,Kemal Ishmael,SS
00-0030000,Kenbrell Thompkins,WR
00-0030039,Kendall Gaskins,RB
00-0028053,Kendall Hunter,UNK
00-0026206,Kendall Langford,DE
00-0029256,Kendall Reyes,DT
00-0029708,Kendall Wright,WR
00-0027736,Kendrick Lewis,FS
00-0030465,Kenjon Barner,RB
00-0025633,Kenneth Darby,UNK
00-0027006,Kenny Britt,WR
00-0026486,Kenny Onatolu,UNK
00-0026171,Kenny Phillips,UNK
00-0030085,Kenny Stills,WR
00-0030060,Kenny Vaccaro,SS
00-0021262,Kenyon Coleman,UNK
00-0003292,Kerry Collins,UNK
00-0023557,Kerry Rhodes,UNK
00-0030776,Kerry Wynn,DE
00-0030117,Kerwynn Williams,RB
00-0029415,Keshawn Martin,WR
00-0021225,Kevin Bentley,UNK
00-0025540,Kevin Boss,UNK
00-0023477,Kevin Burnett,UNK
00-0005091,Kevin Faulk,UNK
00-0027103,Kevin Huber,P
00-0025423,Kevin Kolb,UNK
00-0030382,Kevin Minter,MLB
00-0026780,Kevin Ogletree,UNK
00-0026204,Kevin Smith,UNK
00-0023648,Kevin Vickerson,UNK
00-0021931,Kevin Walter,UNK
00-0022073,Kevin Williams,UNK
00-0022697,Keyaron Fox,UNK
00-0025629,Keyunta Dawson,UNK
00-0031040,Khalil Mack,DE
00-0030348,Khiry Robinson,RB
00-0030401,Kiko Alonso,LB
00-0029604,Kirk Cousins,QB
00-0023513,Kirk Morrison,UNK
00-0030280,Knile Davis,RB
00-0026988,Knowshon Moreno,UNK
00-0027883,Koa Misi,OLB
00-0026029,Kregg Lumpkin,UNK
00-0001980,Kris Brown,UNK
00-0028045,Kris Durham,UNK
00-0026294,Kroy Biermann,UNK
00-0027835,Kurt Coleman,FS
00-0017200,Kurt Warner,UNK
00-0032109,Kwon Alexander,MLB
00-0026071,Kyle Arrington,CB
00-0022164,Kyle Boller,UNK
00-0027499,Kyle Bosworth,UNK
00-0031041,Kyle Fuller,CB
00-0029892,Kyle Juszczyk,FB
00-0027236,Kyle Love,DT
00-0026906,Kyle Moore,UNK
00-0023541,Kyle Orton,UNK
00-0027981,Kyle Rudolph,TE
00-0020382,Kyle Vanden Bosch,UNK
00-0029647,Kyle Wilber,OLB
00-0027608,Kyle Williams,UNK
00-0024348,Kyle Williams,DT
00-0027879,Kyle Wilson,UNK
00-0020536,LaDainian Tomlinson,UNK
00-0025433,LaMarr Woodley,UNK
00-0029260,LaMichael James,UNK
00-0026956,LaRod Stephens-Howling,UNK
00-0025393,LaRon Landry,UNK
00-0029955,LaRoy Reynolds,LB
00-0029548,LaVon Brazill,UNK
00-0029275,Ladarius Green,TE
00-0021184,Ladell Betts,UNK
00-0029615,Lamar Miller,RB
00-0031389,Lamarcus Joyner,CB
00-0027657,Lamarr Houston,OLB
00-0026432,Lance Ball,UNK
00-0022128,Lance Briggs,UNK
00-0029004,Lance Dunbar,RB
00-0027985,Lance Kendricks,TE
00-0025934,Lance Long,UNK
00-0023310,Lance Moore,UNK
00-0026356,Landon Cohen,UNK
00-0032262,Landon Collins,FS
00-0030524,Landry Jones,QB
00-0027060,Lardarius Webb,CB
00-0027759,Larry Asante,UNK
00-0028260,Larry Dean,UNK
00-0028838,Larry Donnell,TE
00-0026992,Larry English,UNK
00-0022921,Larry Fitzgerald,WR
00-0021246,Larry Foote,UNK
00-0026354,Larry Grant,UNK
00-0021976,Larry Johnson,UNK
00-0030513,Latavius Murray,RB
00-0024236,Laurence Maroney,UNK
00-0025462,Laurent Robinson,UNK
00-0026266,Lavelle Hawkins,UNK
00-0018958,Laveranues Coles,UNK
00-0029562,Lavonte David,OLB
00-0028171,Lawrence Guy,DE
00-0026168,Lawrence Jackson,UNK
00-0025402,Lawrence Timmons,ILB
00-0019778,Lawrence Tynes,UNK
00-0011326,Lawyer Milloy,UNK
00-0025524,Le'Ron McClain,UNK
00-0030496,Le'Veon Bell,RB
00-0027325,LeGarrette Blount,RB
00-0027029,LeSean McCoy,RB
00-0022910,Lee Evans,UNK
00-0025559,Legedu Naanee,UNK
00-0025942,Leger Douzable,UNK
00-0021612,Leigh Bodden,UNK
00-0023186,Leigh Torrence,UNK
00-0024260,LenDale White,UNK
00-0026151,Leodis McKelvin,DB
00-0025405,Leon Hall,UNK
00-0024332,Leon Washington,UNK
00-0028017,Leonard Hankerson,WR
00-0029087,Leonard Johnson,UNK
00-0024287,Leonard Pope,UNK
00-0023063,Leonard Weaver,UNK
00-0023533,Leroy Hill,UNK
00-0026292,Letroy Guion,DE
00-0030443,Levine Toilolo,TE
00-0026344,Lex Hilliard,UNK
00-0027885,Linval Joseph,DT
00-0021157,Lito Sheppard,UNK
00-0023480,Lofa Tatupu,UNK
00-0027215,Logan Paulsen,TE
00-0030411,Logan Ryan,CB
00-0031260,Logan Thomas,QB
00-0005322,London Fletcher,UNK
00-0027423,Lonyae Miller,UNK
00-0023259,Lorenzo Alexander,LB
00-0025458,Lorenzo Booker,UNK
00-0031066,Lorenzo Taliaferro,RB
00-0027009,Louis Delmas,UNK
00-0027089,Louis Murphy,WR
00-0022405,Lousaka Polite,UNK
00-0029248,Luke Kuechly,MLB
00-0022864,Luke McCown,QB
00-0030089,Luke Willson,TE
00-0026121,Lynell Hamilton,UNK
00-0028598,M.D. Jennings,UNK
00-0022842,Madieu Williams,UNK
00-0027680,Major Wright,SS
00-0031218,Malcolm Butler,CB
00-0026990,Malcolm Jenkins,FS
00-0028180,Malcolm Smith,OLB
00-0022414,Malcom Floyd,UNK
00-0029568,Malik Jackson,DT
00-0024237,Manny Lawson,OLB
00-0030278,Manti Te'o,ILB
00-0019599,Marc Bulger,UNK
00-0027816,Marc Mariani,WR
00-0024243,Marcedes Lewis,TE
00-0026393,Marcel Reece,FB
00-0027941,Marcell Dareus,DT
00-0026742,Marcus Benard,UNK
00-0030127,Marcus Cooper,UNK
00-0027708,Marcus Easley,WR
00-0027988,Marcus Gilchrist,FS
00-0032268,Marcus Mariota,QB
00-0032165,Marcus Peters,CB
00-0027547,Marcus Sherels,CB
00-0023455,Marcus Spears,UNK
00-0020492,Marcus Stroud,UNK
00-0026577,Marcus Thigpen,UNK
00-0025508,Marcus Thomas,UNK
00-0022046,Marcus Trufant,UNK
00-0031151,Marcus Williams,CB
00-0027700,Mardy Gilyard,UNK
00-0028339,Mario Addison,DE
00-0022034,Mario Haggan,UNK
00-0026235,Mario Manningham,UNK
00-0023750,Mario Williams,DE
